     1	 101,0
     2	  25,8
     3	 470,3
     4	 558,1
     5	 516,9
     6	 521,7
     7	 527,8
     8	 505,1
     9	 525,1
    10	 499,3
    11	 542,9
    12	 486,4
    13	 398,4
    14	 414,1
    15	 438,8
    16	 397,4
    17	 396,4
    18	 429,2
    19	 487,9
    20	 515,4
    21	 502,5
    22	 525,0
    23	 502,2
    24	 522,1
    25	 522,7
    26	 545,6
    27	 511,3
    28	 527,3
    29	 499,7
    30	 505,6
    31	 519,7
    32	 505,2
    33	 532,5
    34	 506,0
    35	 527,7
    36	 499,4
    37	 530,3
    38	 526,4
    39	 539,1
    40	 509,5
    41	 530,1
    42	 498,6
    43	 520,1
    44	 517,7
    45	 508,2
    46	 532,3
    47	 506,5
    48	 523,3
    49	 504,8
    50	 526,4
    51	 514,5
    52	 532,6
    53	 505,4
    54	 515,6
    55	 499,2
    56	 526,4
    57	 499,6
    58	 519,5
    59	 532,0
    60	 512,2
    61	 540,9
    62	 511,4
    63	 558,5
    64	 524,8
    65	 552,2
    66	 528,0
    67	 554,4
    68	 517,7
    69	 540,0
    70	 502,7
    71	 543,2
    72	 511,8
    73	 427,6
    74	 463,8
    75	 547,5
    76	 508,5
    77	 534,2
    78	 503,0
    79	 520,1
    80	 526,7
    81	 503,2
    82	 534,4
    83	 525,5
    84	 549,2
    85	 516,6
    86	 540,9
    87	 461,0
    88	 540,2
    89	 509,5
    90	 522,6
    91	 406,2
    92	 401,5
    93	 426,2
    94	 620,0
    95	 519,1
    96	 520,6
    97	 503,4
    98	 535,5
    99	 534,3
   100	 530,9
   101	 498,3
   102	 538,9
   103	 544,7
   104	 508,0
   105	 555,3
   106	 544,5
   107	 519,3
   108	 540,7
   109	 539,2
   110	 536,7
   111	 494,4
   112	 535,2
   113	 523,4
   114	 410,6
   115	 398,2
   116	 433,0
   117	 525,2
   118	 526,7
   119	 502,4
   120	 506,2
   121	 521,5
   122	 519,1
   123	 483,0
   124	 515,6
   125	 528,3
   126	 483,4
   127	 520,6
   128	 519,6
   129	 521,2
   130	 484,9
   131	 523,1
   132	 526,9
   133	 497,3
   134	 528,9
   135	 523,5
   136	 501,7
   137	 533,0
   138	 535,7
   139	 522,8
   140	 505,6
   141	 537,1
   142	 544,2
   143	 505,4
   144	 548,4
   145	 541,3
   146	 499,6
   147	 537,0
   148	 528,9
   149	 527,0
   150	 483,7
   151	 529,7
   152	 545,3
   153	 490,2
   154	 526,7
   155	 528,3
   156	 509,3
   157	 528,7
   158	 535,3
   159	 530,0
   160	 505,3
   161	 530,7
   162	 536,8
   163	 398,4
   164	 394,0
   165	 444,1
   166	 478,4
   167	 532,2
   168	 529,3
   169	 530,0
   170	 482,6
   171	 525,9
   172	 529,0
   173	 486,4
   174	 531,6
   175	 532,1
   176	 540,6
   177	 495,8
   178	 534,8
   179	 526,2
   180	 420,8
   181	 396,5
   182	 398,4
   183	 380,7
   184	 612,2
   185	 576,9
   186	 514,2
   187	 513,6
   188	 517,9
   189	 515,2
   190	 510,5
   191	 510,7
   192	 496,5
   193	 458,8
   194	 513,9
   195	 515,1
   196	 514,0
   197	 522,1
   198	 526,0
   199	 518,4
   200	 461,1
   201	 504,0
   202	 520,7
   203	 519,2
   204	 517,9
   205	 521,3
   206	 521,7
   207	 513,3
   208	 443,9
   209	 517,8
   210	 513,6
   211	 514,6
   212	 514,2
   213	 511,5
   214	 518,7
   215	 524,3
   216	 446,3
   217	 526,5
   218	 519,7
   219	 516,4
   220	 513,1
   221	 522,5
   222	 517,1
   223	 484,0
   224	 480,3
   225	 517,3
   226	 514,9
   227	 513,4
   228	 512,4
   229	 505,2
   230	 520,8
   231	 457,6
   232	 498,7
   233	 519,2
   234	 512,7
   235	 516,4
   236	 513,8
   237	 517,2
   238	 506,2
   239	 438,1
   240	 500,7
   241	 519,2
   242	 515,8
   243	 516,0
   244	 515,5
   245	 515,1
   246	 517,5
   247	 445,9
   248	 516,2
   249	 512,2
   250	 518,0
   251	 521,7
   252	 523,7
   253	 515,4
   254	 501,8
   255	 457,5
   256	 513,2
   257	 521,9
   258	 515,5
   259	 517,3
   260	 517,3
   261	 515,4
   262	 465,4
   263	 486,4
   264	 517,6
   265	 518,2
   266	 521,0
   267	 518,4
   268	 482,8
   269	 397,5
   270	 372,5
   271	 396,4
   272	 395,5
   273	 396,1
   274	 395,2
   275	 397,1
