     1	 0,9 
     2	 3,5 
     3	 3,9 
     4	 3,9 
     5	 3,9 
     6	 4,0 
     7	 4,0 
     8	 3,8 
     9	 3,9 
    10	 3,9 
    11	 4,0 
    12	 4,0 
    13	 4,0 
    14	 4,0 
    15	 4,0 
    16	 4,0 
    17	 4,0 
    18	 4,0 
    19	 4,0 
    20	 4,0 
    21	 4,0 
    22	 4,0 
    23	 4,1 
    24	 4,1 
    25	 4,1 
    26	 4,1 
    27	 4,1 
    28	 4,1 
    29	 4,1 
    30	 4,1 
    31	 4,1 
    32	 4,1 
    33	 4,1 
    34	 4,1 
    35	 4,1 
    36	 4,1 
    37	 4,1 
    38	 4,4 
    39	 4,9 
    40	 4,9 
    41	 5,0 
    42	 5,0 
    43	 5,1 
    44	 5,1 
    45	 5,2 
    46	 5,2 
    47	 5,2 
    48	 5,2 
    49	 5,3 
    50	 5,3 
    51	 5,3 
    52	 5,3 
    53	 5,3 
    54	 5,3 
    55	 5,3 
    56	 5,3 
    57	 5,3 
    58	 5,3 
    59	 5,3 
    60	 5,3 
    61	 5,3 
    62	 5,3 
    63	 5,3 
    64	 5,3 
    65	 5,3 
    66	 5,3 
    67	 5,3 
    68	 5,3 
    69	 5,3 
    70	 5,3 
    71	 5,3 
    72	 5,1 
    73	 6,1 
    74	 6,9 
    75	 7,0 
    76	 7,0 
    77	 7,0 
    78	 7,1 
    79	 7,1 
    80	 7,2 
    81	 7,2 
    82	 7,2 
    83	 7,3 
    84	 7,3 
    85	 7,4 
    86	 7,4 
    87	 7,4 
    88	 7,5 
    89	 7,5 
    90	 7,5 
    91	 7,6 
    92	 7,6 
    93	 7,7 
    94	 7,7 
    95	 7,7 
    96	 7,8 
    97	 7,8 
    98	 7,8 
    99	 7,8 
   100	 7,8 
   101	 7,8 
   102	 7,8 
   103	 7,8 
   104	 7,8 
   105	 7,8 
   106	 7,8 
   107	 7,8 
   108	 7,8 
   109	 7,8 
   110	 7,8 
   111	 7,8 
   112	 7,8 
   113	 7,8 
   114	 7,8 
   115	 7,3 
   116	 6,4 
   117	 6,5 
   118	 6,5 
   119	 6,5 
   120	 6,6 
   121	 6,6 
   122	 6,7 
   123	 6,7 
   124	 6,7 
   125	 6,8 
   126	 6,8 
   127	 6,8 
   128	 6,8 
   129	 6,8 
   130	 6,8 
   131	 6,8 
   132	 6,0 
   133	 6,6 
   134	 7,2 
   135	 7,2 
   136	 7,2 
   137	 7,3 
   138	 7,3 
   139	 7,4 
   140	 7,4 
   141	 7,4 
   142	 7,5 
   143	 7,5 
   144	 7,5 
   145	 7,6 
   146	 7,6 
   147	 7,7 
   148	 7,7 
   149	 7,7 
   150	 7,8 
   151	 7,8 
   152	 7,9 
   153	 7,9 
   154	 7,9 
   155	 8,0 
   156	 8,0 
   157	 8,0 
   158	 8,0 
   159	 8,0 
   160	 8,0 
   161	 8,0 
   162	 8,0 
   163	 8,0 
   164	 8,0 
   165	 8,0 
   166	 8,0 
   167	 8,0 
   168	 8,0 
   169	 8,0 
   170	 8,0 
   171	 8,0 
   172	 8,0 
   173	 8,0 
   174	 6,5 
   175	 5,7 
   176	 5,7 
   177	 5,8 
   178	 5,8 
   179	 5,8 
   180	 5,9 
   181	 5,9 
   182	 5,9 
   183	 5,9 
   184	 5,9 
   185	 5,9 
   186	 5,9 
   187	 5,9 
   188	 5,9 
   189	 5,9 
   190	 5,9 
   191	 5,9 
   192	 5,9 
   193	 5,9 
   194	 5,9 
   195	 5,9 
   196	 5,9 
   197	 5,9 
   198	 5,9 
   199	 5,9 
   200	 5,9 
   201	 5,9 
   202	 5,9 
   203	 5,9 
   204	 6,6 
   205	 7,3 
   206	 7,3 
   207	 7,3 
   208	 7,4 
   209	 7,4 
   210	 7,4 
   211	 7,5 
   212	 7,5 
   213	 7,6 
   214	 7,6 
   215	 7,6 
   216	 7,7 
   217	 7,7 
   218	 7,8 
   219	 7,8 
   220	 7,8 
   221	 7,9 
   222	 7,9 
   223	 8,0 
   224	 8,0 
   225	 8,0 
   226	 8,1 
   227	 8,1 
   228	 8,1 
   229	 8,1 
   230	 8,1 
   231	 8,1 
   232	 8,1 
   233	 8,1 
   234	 8,1 
   235	 8,1 
   236	 8,1 
   237	 8,1 
   238	 8,1 
   239	 8,1 
   240	 8,1 
   241	 8,1 
   242	 8,1 
   243	 8,1 
   244	 8,1 
   245	 8,1 
   246	 8,1 
   247	 8,1 
   248	 8,1 
   249	 8,1 
   250	 6,5 
   251	 5,7 
   252	 5,7 
   253	 5,7 
   254	 5,8 
   255	 5,8 
   256	 5,9 
   257	 5,9 
   258	 6,0 
   259	 6,0 
   260	 6,0 
   261	 6,0 
   262	 6,0 
   263	 6,0 
   264	 6,0 
   265	 6,0 
   266	 6,0 
   267	 5,6 
   268	 5,7 
   269	 5,7 
   270	 5,8 
   271	 5,8 
   272	 5,8 
   273	 5,8 
   274	 5,8 
   275	 5,8 
   276	 5,8 
   277	 5,8 
   278	 5,8 
   279	 5,8 
   280	 5,8 
