Now playing.
Running...
Initializing: New segment
----- Video properties. -----
Input size: 640x352
Target size: 480x352
Retargetfactor: 0.75
Extendfactor: 0.25
Frame window size: 200
RECV 7243860
ADD 7243862
RECV 7243868
ADD 7243870
RECV 7243872
ADD 7243875
RECV 7243876
ADD 7243878
RECV 7243880
ADD 7243883
RECV 7243885
ADD 7243887
RECV 7243888
ADD 7243891
RECV 7243893
ADD 7243896
RECV 7243897
ADD 7243900
RECV 7243902
ADD 7243905
RECV 7243907
ADD 7243910
RECV 7243912
ADD 7243915
RECV 7243917
ADD 7243920
RECV 7243922
ADD 7243925
RECV 7243927
ADD 7243930
RECV 7243932
ADD 7243935
RECV 7243937
ADD 7243940
RECV 7243942
ADD 7243945
RECV 7243947
ADD 7243950
RECV 7243952
ADD 7243955
RECV 7243956
ADD 7243960
RECV 7243961
ADD 7243964
RECV 7243965
ADD 7243968
RECV 7243969
ADD 7243972
RECV 7243973
ADD 7243976
RECV 7243977
ADD 7243980
RECV 7243981
ADD 7243983
RECV 7243984
ADD 7243988
RECV 7243988
ADD 7243991
RECV 7243992
ADD 7243995
RECV 7243996
ADD 7243999
RECV 7244000
ADD 7244003
RECV 7244004
ADD 7244006
RECV 7244007
ADD 7244009
RECV 7244011
ADD 7244014
RECV 7244015
ADD 7244017
RECV 7244018
ADD 7244020
RECV 7244021
ADD 7244024
RECV 7244025
ADD 7244028
RECV 7244029
ADD 7244032
RECV 7244033
ADD 7244037
RECV 7244037
ADD 7244041
RECV 7244042
ADD 7244045
RECV 7244046
ADD 7244049
RECV 7244050
ADD 7244053
RECV 7244054
ADD 7244057
RECV 7244058
ADD 7244061
RECV 7244062
ADD 7244066
RECV 7244066
ADD 7244070
RECV 7244071
ADD 7244074
RECV 7244074
ADD 7244077
RECV 7244077
ADD 7244080
RECV 7244081
ADD 7244084
RECV 7244085
ADD 7244087
RECV 7244088
ADD 7244090
RECV 7244091
ADD 7244094
RECV 7244095
ADD 7244097
RECV 7244098
ADD 7244100
RECV 7244101
ADD 7244104
RECV 7244105
ADD 7244107
RECV 7244108
ADD 7244110
RECV 7244111
ADD 7244114
RECV 7244115
ADD 7244117
RECV 7244118
ADD 7244120
RECV 7244121
ADD 7244124
RECV 7244125
ADD 7244127
RECV 7244128
ADD 7244130
RECV 7244131
ADD 7244134
RECV 7244135
ADD 7244137
RECV 7244138
ADD 7244140
