Now playing.
Running...
Capability changes: 0x0 to 640x360
Capability changes: 640x360 to 640x360
Initializing: New segment
----- Video properties. -----
Input size: 640x360
Target size: 480x360
Retargetfactor: 0.75
Extendfactor: 0.25
Frame window size: 200
RECV 23524613
ADD 23524615
RECV 23524617
ADD 23524619
RECV 23524621
ADD 23524623
RECV 23524626
ADD 23524628
RECV 23524631
ADD 23524633
RECV 23524635
ADD 23524637
RECV 23524639
ADD 23524641
RECV 23524643
ADD 23524645
RECV 23524645
ADD 23524648
RECV 23524649
ADD 23524651
RECV 23524652
ADD 23524654
RECV 23524655
ADD 23524657
RECV 23524657
ADD 23524659
RECV 23524660
ADD 23524662
RECV 23524663
ADD 23524665
RECV 23524667
ADD 23524670
RECV 23524671
ADD 23524673
RECV 23524675
ADD 23524677
RECV 23524677
ADD 23524679
RECV 23524680
ADD 23524682
RECV 23524683
ADD 23524685
RECV 23524686
ADD 23524688
RECV 23524689
ADD 23524691
RECV 23524692
ADD 23524694
RECV 23524694
ADD 23524696
RECV 23524697
ADD 23524699
RECV 23524700
ADD 23524702
RECV 23524703
ADD 23524705
RECV 23524705
ADD 23524707
RECV 23524708
ADD 23524710
RECV 23524711
ADD 23524713
RECV 23524714
ADD 23524716
RECV 23524717
ADD 23524719
RECV 23524720
ADD 23524722
RECV 23524722
ADD 23524724
RECV 23524725
ADD 23524727
RECV 23524728
ADD 23524730
RECV 23524731
ADD 23524733
RECV 23524734
ADD 23524736
RECV 23524737
ADD 23524739
RECV 23524740
ADD 23524742
RECV 23524742
ADD 23524744
RECV 23524745
ADD 23524747
RECV 23524748
ADD 23524750
RECV 23524751
ADD 23524753
RECV 23524754
ADD 23524756
RECV 23524757
ADD 23524759
RECV 23524759
ADD 23524761
RECV 23524763
ADD 23524765
RECV 23524765
ADD 23524767
RECV 23524768
ADD 23524770
RECV 23524771
ADD 23524773
RECV 23524774
ADD 23524776
RECV 23524777
ADD 23524779
RECV 23524780
ADD 23524782
RECV 23524783
ADD 23524785
RECV 23524786
ADD 23524788
RECV 23524789
ADD 23524791
RECV 23524791
ADD 23524793
RECV 23524794
ADD 23524796
RECV 23524797
ADD 23524800
RECV 23524800
ADD 23524803
RECV 23524803
ADD 23524805
RECV 23524806
ADD 23524808
RECV 23524809
ADD 23524811
RECV 23524812
ADD 23524814
RECV 23524815
ADD 23524817
RECV 23524818
ADD 23524820
RECV 23524820
ADD 23524822
RECV 23524823
ADD 23524825
RECV 23524826
ADD 23524828
RECV 23524829
ADD 23524831
RECV 23524832
ADD 23524834
RECV 23524835
ADD 23524837
RECV 23524837
ADD 23524839
RECV 23524840
ADD 23524842
RECV 23524843
ADD 23524845
RECV 23524846
ADD 23524848
RECV 23524848
ADD 23524851
RECV 23524851
ADD 23524853
RECV 23524854
ADD 23524856
RECV 23524857
ADD 23524859
RECV 23524860
ADD 23524862
RECV 23524863
ADD 23524865
RECV 23524866
ADD 23524868
RECV 23524868
ADD 23524871
RECV 23524871
ADD 23524873
RECV 23524874
ADD 23524876
RECV 23524877
ADD 23524879
RECV 23524881
ADD 23524883
RECV 23524884
ADD 23524886
RECV 23524887
ADD 23524889
RECV 23524890
ADD 23524892
RECV 23524892
ADD 23524895
RECV 23524895
ADD 23524897
RECV 23524898
ADD 23524900
RECV 23524901
ADD 23524903
RECV 23524905
ADD 23524907
RECV 23524909
ADD 23524911
RECV 23524913
ADD 23524915
RECV 23524918
ADD 23524920
RECV 23524923
ADD 23524925
RECV 23524926
ADD 23524929
RECV 23524930
ADD 23524932
RECV 23524933
ADD 23524935
RECV 23524936
ADD 23524938
RECV 23524939
ADD 23524941
RECV 23524942
ADD 23524944
RECV 23524945
ADD 23524947
RECV 23524949
ADD 23524951
RECV 23524952
ADD 23524954
RECV 23524955
ADD 23524958
RECV 23524958
ADD 23524960
RECV 23524961
ADD 23524963
RECV 23524964
ADD 23524966
RECV 23524967
ADD 23524969
RECV 23524970
ADD 23524972
RECV 23524973
ADD 23524975
RECV 23524976
ADD 23524978
RECV 23524979
ADD 23524981
Capability changes: 640x360 to 640x360
Capability changes: 640x360 to 640x360
RECV 23524983
ADD 23524985
RECV 23524988
ADD 23524990
RECV 23524991
ADD 23524993
RECV 23524995
ADD 23524997
RECV 23524998
ADD 23525000
RECV 23525002
ADD 23525004
RECV 23525005
ADD 23525008
RECV 23525008
ADD 23525011
RECV 23525011
ADD 23525013
RECV 23525015
ADD 23525017
RECV 23525019
ADD 23525021
RECV 23525022
ADD 23525025
RECV 23525026
ADD 23525028
RECV 23525029
ADD 23525032
RECV 23525033
ADD 23525035
RECV 23525036
ADD 23525039
RECV 23525040
ADD 23525042
RECV 23525044
ADD 23525046
RECV 23525049
ADD 23525051
RECV 23525052
ADD 23525054
RECV 23525055
ADD 23525057
RECV 23525059
ADD 23525061
RECV 23525062
ADD 23525064
RECV 23525066
ADD 23525068
RECV 23525069
ADD 23525072
RECV 23525073
ADD 23525075
RECV 23525077
ADD 23525079
RECV 23525080
ADD 23525082
RECV 23525085
ADD 23525087
RECV 23525089
ADD 23525091
RECV 23525093
ADD 23525096
RECV 23525098
ADD 23525100
RECV 23525102
ADD 23525104
RECV 23525106
ADD 23525108
RECV 23525111
ADD 23525113
RECV 23525115
ADD 23525117
RECV 23525120
ADD 23525122
RECV 23525124
ADD 23525126
RECV 23525129
ADD 23525131
RECV 23525133
ADD 23525135
RECV 23525137
ADD 23525139
RECV 23525142
ADD 23525144
RECV 23525146
ADD 23525148
RECV 23525150
ADD 23525152
RECV 23525153
ADD 23525155
RECV 23525159
ADD 23525161
RECV 23525165
ADD 23525167
RECV 23525171
ADD 23525173
RECV 23525177
ADD 23525179
RECV 23525183
ADD 23525185
RECV 23525188
ADD 23525190
RECV 23525192
ADD 23525194
RECV 23525196
ADD 23525198
RECV 23525200
ADD 23525202
RECV 23525204
ADD 23525206
RECV 23525208
ADD 23525211
RECV 23525214
ADD 23525216
RECV 23525218
ADD 23525220
RECV 23525222
ADD 23525224
RECV 23525228
ADD 23525230
RECV 23525232
ADD 23525234
RECV 23525237
ADD 23525239
RECV 23525243
ADD 23525245
RECV 23525249
ADD 23525251
RECV 23525253
ADD 23525256
RECV 23525258
ADD 23525260
RECV 23525262
ADD 23525264
RECV 23525266
ADD 23525269
RECV 23525272
ADD 23525274
RECV 23525278
ADD 23525281
RECV 23525285
ADD 23525287
RECV 23525291
ADD 23525293
RECV 23525298
ADD 23525300
RECV 23525302
ADD 23525304
RECV 23525306
ADD 23525308
RECV 23525310
ADD 23525312
RECV 23525315
ADD 23525317
RECV 23525324
ADD 23525326
RECV 23525328
ADD 23525329
RECV 23525331
ADD 23525332
RECV 23525334
ADD 23525335
RECV 23525339
ADD 23525341
RECV 23525341
ADD 23525343
RECV 23525344
ADD 23525347
RECV 23525349
SEND 23525370
ADD 23525351
RECV 23525373
SEND 23525401
ADD 23525375
RECV 23525403
SEND 23525431
ADD 23525407
RECV 23525432
SEND 23525460
ADD 23525434
RECV 23525462
SEND 23525488
ADD 23525464
RECV 23525489
SEND 23525517
ADD 23525491
RECV 23525518
SEND 23525543
