Now playing.
Running...
Capability changes: 0x0 to 640x360
Capability changes: 640x360 to 640x360
Initializing: New segment
----- Video properties. -----
Input size: 640x360
Target size: 320x360
Retargetfactor: 0.5
Extendfactor: 0.25
Frame window size: 50
RECV 24873808
ADD 24873810
RECV 24873812
ADD 24873813
RECV 24873814
ADD 24873816
RECV 24873817
ADD 24873818
RECV 24873819
ADD 24873821
RECV 24873822
ADD 24873823
RECV 24873825
ADD 24873827
RECV 24873828
ADD 24873830
RECV 24873831
ADD 24873833
RECV 24873834
ADD 24873835
RECV 24873836
ADD 24873838
RECV 24873839
ADD 24873841
RECV 24873842
ADD 24873844
RECV 24873846
ADD 24873848
RECV 24873849
ADD 24873851
RECV 24873853
ADD 24873855
RECV 24873856
ADD 24873858
RECV 24873859
ADD 24873861
RECV 24873862
ADD 24873864
RECV 24873865
ADD 24873867
RECV 24873868
ADD 24873869
RECV 24873871
ADD 24873872
RECV 24873874
ADD 24873876
RECV 24873877
ADD 24873879
RECV 24873880
ADD 24873882
RECV 24873883
ADD 24873884
RECV 24873885
ADD 24873887
RECV 24873887
ADD 24873889
RECV 24873892
ADD 24873893
RECV 24873894
ADD 24873896
RECV 24873897
ADD 24873899
RECV 24873899
ADD 24873901
RECV 24873901
ADD 24873903
RECV 24873903
ADD 24873905
RECV 24873906
ADD 24873908
RECV 24873910
ADD 24873912
RECV 24873912
ADD 24873914
RECV 24873915
ADD 24873916
RECV 24873917
ADD 24873918
RECV 24873919
ADD 24873921
RECV 24873922
ADD 24873923
RECV 24873924
ADD 24873926
RECV 24873927
ADD 24873929
RECV 24873930
ADD 24873932
RECV 24873933
ADD 24873935
RECV 24873935
ADD 24873938
RECV 24873939
ADD 24873941
RECV 24873942
ADD 24873944
RECV 24873945
ADD 24873946
RECV 24873948
ADD 24873949
RECV 24873950
ADD 24873952
RECV 24873954
ADD 24873955
RECV 24873956
ADD 24873958
RECV 24873960
ADD 24873962
RECV 24873964
SEND 24874008
ADD 24873966
RECV 24874010
SEND 24874061
ADD 24874012
RECV 24874063
SEND 24874110
ADD 24874065
RECV 24874112
SEND 24874158
ADD 24874114
RECV 24874160
SEND 24874206
ADD 24874162
RECV 24874208
SEND 24874253
ADD 24874210
RECV 24874255
SEND 24874300
ADD 24874257
RECV 24874302
SEND 24874348
ADD 24874304
RECV 24874350
SEND 24874395
ADD 24874352
RECV 24874397
SEND 24874442
ADD 24874399
RECV 24874444
SEND 24874489
ADD 24874446
RECV 24874491
SEND 24874537
ADD 24874493
RECV 24874540
SEND 24874584
ADD 24874542
RECV 24874586
SEND 24874631
ADD 24874588
RECV 24874633
SEND 24874678
ADD 24874635
RECV 24874680
SEND 24874726
ADD 24874682
RECV 24874728
SEND 24874773
ADD 24874729
RECV 24874775
SEND 24874820
ADD 24874776
RECV 24874822
SEND 24874868
ADD 24874823
RECV 24874870
SEND 24874916
ADD 24874871
RECV 24874918
SEND 24874963
ADD 24874920
RECV 24874965
SEND 24875011
ADD 24874967
RECV 24875013
SEND 24875058
ADD 24875015
RECV 24875060
SEND 24875106
ADD 24875062
RECV 24875108
SEND 24875155
ADD 24875109
RECV 24875157
SEND 24875204
ADD 24875159
RECV 24875206
SEND 24875251
ADD 24875208
RECV 24875254
SEND 24875298
ADD 24875255
RECV 24875300
SEND 24875347
ADD 24875302
RECV 24875352
SEND 24875396
ADD 24875354
RECV 24875400
SEND 24875446
ADD 24875402
RECV 24875449
SEND 24875495
ADD 24875451
RECV 24875497
SEND 24875542
ADD 24875499
RECV 24875544
SEND 24875589
ADD 24875548
RECV 24875596
SEND 24875638
ADD 24875598
RECV 24875639
SEND 24875686
ADD 24875641
RECV 24875687
SEND 24875735
ADD 24875688
RECV 24875737
SEND 24875783
ADD 24875738
RECV 24875784
SEND 24875830
ADD 24875786
RECV 24875832
SEND 24875877
ADD 24875834
RECV 24875879
SEND 24875925
ADD 24875881
RECV 24875927
SEND 24875972
ADD 24875928
RECV 24875974
SEND 24876021
ADD 24875976
RECV 24876023
SEND 24876068
ADD 24876025
RECV 24876070
SEND 24876116
ADD 24876071
RECV 24876120
SEND 24876163
ADD 24876123
RECV 24876167
SEND 24876210
SEND 24876258
SEND 24876304
SEND 24876352
ADD 24876169
RECV 24876422
ADD 24876423
RECV 24876424
ADD 24876426
RECV 24876427
ADD 24876428
RECV 24876429
SEND 24876468
ADD 24876430
RECV 24876470
SEND 24876517
ADD 24876471
RECV 24876519
SEND 24876564
ADD 24876520
RECV 24876566
SEND 24876613
ADD 24876568
RECV 24876615
SEND 24876659
ADD 24876616
RECV 24876661
SEND 24876708
ADD 24876663
RECV 24876710
SEND 24876755
ADD 24876711
RECV 24876757
SEND 24876803
ADD 24876758
RECV 24876805
SEND 24876850
ADD 24876806
RECV 24876852
SEND 24876898
ADD 24876853
RECV 24876900
SEND 24876945
ADD 24876902
RECV 24876947
SEND 24876993
ADD 24876948
RECV 24876995
SEND 24877040
ADD 24876997
RECV 24877042
SEND 24877089
ADD 24877044
RECV 24877090
SEND 24877136
ADD 24877092
RECV 24877137
SEND 24877183
ADD 24877139
Capability changes: 640x360 to 640x360
Capability changes: 640x360 to 640x360
RECV 24877187
SEND 24877231
ADD 24877189
RECV 24877233
SEND 24877278
ADD 24877235
RECV 24877281
SEND 24877327
ADD 24877283
RECV 24877329
SEND 24877378
ADD 24877331
RECV 24877379
SEND 24877427
ADD 24877381
RECV 24877429
SEND 24877474
ADD 24877431
RECV 24877476
SEND 24877522
ADD 24877477
RECV 24877524
SEND 24877570
ADD 24877526
RECV 24877573
SEND 24877618
ADD 24877575
RECV 24877621
SEND 24877666
ADD 24877622
RECV 24877669
SEND 24877714
ADD 24877670
RECV 24877716
SEND 24877761
ADD 24877718
RECV 24877763
SEND 24877810
ADD 24877766
RECV 24877811
SEND 24877858
ADD 24877813
RECV 24877859
SEND 24877905
ADD 24877862
RECV 24877907
SEND 24877953
ADD 24877909
RECV 24877955
SEND 24878001
ADD 24877957
RECV 24878003
SEND 24878049
ADD 24878005
RECV 24878050
SEND 24878097
ADD 24878052
RECV 24878098
SEND 24878144
ADD 24878101
RECV 24878146
SEND 24878191
ADD 24878148
RECV 24878193
SEND 24878238
ADD 24878197
RECV 24878240
SEND 24878286
ADD 24878248
RECV 24878288
SEND 24878334
ADD 24878291
RECV 24878336
SEND 24878380
ADD 24878338
RECV 24878382
SEND 24878427
ADD 24878386
RECV 24878430
SEND 24878476
ADD 24878432
RECV 24878479
SEND 24878522
ADD 24878480
RECV 24878525
SEND 24878569
ADD 24878527
RECV 24878571
SEND 24878616
ADD 24878573
RECV 24878618
SEND 24878663
SEND 24878711
SEND 24878757
SEND 24878804
ADD 24878620
RECV 24878864
ADD 24878866
RECV 24878867
ADD 24878869
RECV 24878870
ADD 24878871
RECV 24878872
SEND 24878910
ADD 24878874
RECV 24878917
SEND 24878957
ADD 24878919
RECV 24878959
SEND 24879005
ADD 24878961
RECV 24879007
SEND 24879053
ADD 24879010
RECV 24879056
SEND 24879099
ADD 24879057
RECV 24879102
SEND 24879146
ADD 24879105
RECV 24879148
SEND 24879195
