Now playing.
Running...
Initializing: New segment
----- Video properties. -----
Input size: 640x352
Target size: 544x352
Retargetfactor: 0.85
Extendfactor: 0.25
Frame window size: 50
RECV 3773282
ADD 3773284
RECV 3773290
ADD 3773292
RECV 3773293
ADD 3773296
RECV 3773297
ADD 3773299
RECV 3773300
ADD 3773304
RECV 3773305
ADD 3773307
RECV 3773308
ADD 3773311
RECV 3773312
ADD 3773315
RECV 3773317
ADD 3773320
RECV 3773322
ADD 3773325
RECV 3773327
ADD 3773330
RECV 3773331
ADD 3773334
RECV 3773335
ADD 3773338
RECV 3773339
ADD 3773342
RECV 3773343
ADD 3773347
RECV 3773348
ADD 3773351
RECV 3773353
ADD 3773356
RECV 3773357
ADD 3773360
RECV 3773361
ADD 3773364
RECV 3773365
ADD 3773369
RECV 3773370
ADD 3773373
RECV 3773374
ADD 3773377
RECV 3773378
ADD 3773381
RECV 3773382
ADD 3773386
RECV 3773387
ADD 3773390
RECV 3773391
ADD 3773394
RECV 3773395
ADD 3773398
RECV 3773399
ADD 3773403
RECV 3773404
ADD 3773407
RECV 3773408
ADD 3773411
RECV 3773412
ADD 3773414
RECV 3773416
ADD 3773418
RECV 3773420
ADD 3773421
RECV 3773423
ADD 3773424
RECV 3773425
ADD 3773428
RECV 3773429
ADD 3773432
RECV 3773433
ADD 3773436
RECV 3773437
ADD 3773440
RECV 3773441
ADD 3773445
RECV 3773445
ADD 3773449
RECV 3773450
ADD 3773453
RECV 3773454
ADD 3773457
RECV 3773458
ADD 3773461
RECV 3773462
ADD 3773465
RECV 3773466
ADD 3773470
RECV 3773471
ADD 3773474
RECV 3773475
ADD 3773478
RECV 3773479
ADD 3773482
RECV 3773483
ADD 3773486
RECV 3773487
ADD 3773490
RECV 3773491
ADD 3773494
RECV 3773496
ADD 3773497
RECV 3773499
ADD 3773501
RECV 3773502
ADD 3773503
RECV 3773504
SEND 3773515
ADD 3773506
RECV 3773518
SEND 3773535
ADD 3773521
RECV 3773537
SEND 3773555
ADD 3773539
RECV 3773557
SEND 3773574
ADD 3773559
RECV 3773576
SEND 3773593
ADD 3773578
RECV 3773595
SEND 3773610
ADD 3773597
RECV 3773613
SEND 3773630
ADD 3773614
RECV 3773632
SEND 3773647
ADD 3773633
RECV 3773649
SEND 3773666
ADD 3773651
RECV 3773668
SEND 3773684
ADD 3773670
RECV 3773685
SEND 3773703
