Now playing.
Running...
Initializing: New segment
----- Video properties. -----
Input size: 640x352
Target size: 320x352
Retargetfactor: 0.5
Extendfactor: 0.25
Frame window size: 100
RECV 7847992
ADD 7847995
RECV 7848002
ADD 7848003
RECV 7848004
ADD 7848006
RECV 7848006
ADD 7848008
RECV 7848009
ADD 7848012
RECV 7848013
ADD 7848014
RECV 7848015
ADD 7848019
RECV 7848019
ADD 7848023
RECV 7848024
ADD 7848028
RECV 7848029
ADD 7848032
RECV 7848033
ADD 7848036
RECV 7848037
ADD 7848040
RECV 7848041
ADD 7848044
RECV 7848046
ADD 7848049
RECV 7848050
ADD 7848053
RECV 7848054
ADD 7848056
RECV 7848057
ADD 7848059
RECV 7848060
ADD 7848063
RECV 7848064
ADD 7848067
RECV 7848068
ADD 7848072
RECV 7848073
ADD 7848076
RECV 7848077
ADD 7848080
RECV 7848081
ADD 7848084
RECV 7848085
ADD 7848088
RECV 7848089
ADD 7848092
RECV 7848093
ADD 7848096
RECV 7848097
ADD 7848100
RECV 7848101
ADD 7848104
RECV 7848105
ADD 7848107
RECV 7848108
ADD 7848112
RECV 7848113
ADD 7848116
RECV 7848117
ADD 7848120
RECV 7848121
ADD 7848123
RECV 7848123
ADD 7848127
RECV 7848128
ADD 7848131
RECV 7848132
ADD 7848135
RECV 7848136
ADD 7848139
RECV 7848140
ADD 7848143
RECV 7848144
ADD 7848147
RECV 7848148
ADD 7848150
RECV 7848151
ADD 7848154
RECV 7848155
ADD 7848158
RECV 7848159
ADD 7848162
RECV 7848164
ADD 7848167
RECV 7848168
ADD 7848171
RECV 7848172
ADD 7848175
RECV 7848176
ADD 7848179
RECV 7848180
ADD 7848183
RECV 7848184
ADD 7848187
RECV 7848188
ADD 7848192
RECV 7848192
ADD 7848195
RECV 7848195
ADD 7848197
RECV 7848198
ADD 7848200
RECV 7848201
ADD 7848203
RECV 7848203
ADD 7848205
RECV 7848206
ADD 7848208
RECV 7848209
ADD 7848210
RECV 7848211
ADD 7848213
RECV 7848214
ADD 7848215
RECV 7848216
ADD 7848217
RECV 7848218
ADD 7848220
RECV 7848221
ADD 7848223
RECV 7848224
ADD 7848225
RECV 7848226
ADD 7848228
RECV 7848229
ADD 7848231
RECV 7848232
ADD 7848233
RECV 7848234
ADD 7848236
RECV 7848237
ADD 7848239
RECV 7848240
ADD 7848241
RECV 7848242
ADD 7848244
