Now playing.
Running...
Initializing: New segment
----- Video properties. -----
Input size: 640x360
Target size: 320x360
Retargetfactor: 0.5
Extendfactor: 0.25
Frame window size: 200
RECV 9504846
ADD 9504849
RECV 9504850
ADD 9504852
RECV 9504853
ADD 9504855
RECV 9504856
ADD 9504858
RECV 9504859
ADD 9504862
RECV 9504863
ADD 9504865
RECV 9504866
ADD 9504868
RECV 9504869
ADD 9504871
RECV 9504871
ADD 9504873
RECV 9504874
ADD 9504876
RECV 9504877
ADD 9504879
RECV 9504881
ADD 9504883
RECV 9504884
ADD 9504886
RECV 9504887
ADD 9504888
RECV 9504889
ADD 9504891
RECV 9504892
ADD 9504894
RECV 9504896
ADD 9504898
RECV 9504898
ADD 9504901
RECV 9504901
ADD 9504903
RECV 9504904
ADD 9504906
RECV 9504907
ADD 9504909
RECV 9504910
ADD 9504912
RECV 9504912
ADD 9504914
RECV 9504916
ADD 9504918
RECV 9504919
ADD 9504921
RECV 9504921
ADD 9504923
RECV 9504924
ADD 9504926
RECV 9504927
ADD 9504929
RECV 9504930
ADD 9504932
RECV 9504933
ADD 9504935
RECV 9504935
ADD 9504937
RECV 9504938
ADD 9504940
RECV 9504941
ADD 9504943
RECV 9504944
ADD 9504946
RECV 9504946
ADD 9504948
RECV 9504949
ADD 9504951
RECV 9504952
ADD 9504954
RECV 9504955
ADD 9504957
RECV 9504957
ADD 9504959
RECV 9504960
ADD 9504962
RECV 9504963
ADD 9504965
RECV 9504966
ADD 9504968
RECV 9504968
ADD 9504970
RECV 9504971
ADD 9504973
RECV 9504974
ADD 9504976
RECV 9504977
ADD 9504979
RECV 9504980
ADD 9504982
RECV 9504982
ADD 9504984
RECV 9504985
ADD 9504987
RECV 9504988
ADD 9504990
RECV 9504991
ADD 9504993
RECV 9504994
ADD 9504996
RECV 9504996
ADD 9504998
RECV 9504999
ADD 9505001
RECV 9505002
ADD 9505004
RECV 9505005
ADD 9505007
RECV 9505008
ADD 9505010
RECV 9505010
ADD 9505013
RECV 9505013
ADD 9505015
RECV 9505016
ADD 9505018
RECV 9505019
ADD 9505021
RECV 9505022
ADD 9505024
RECV 9505024
ADD 9505026
RECV 9505027
ADD 9505029
RECV 9505030
ADD 9505032
RECV 9505033
ADD 9505035
RECV 9505036
ADD 9505038
RECV 9505039
ADD 9505041
RECV 9505041
ADD 9505043
RECV 9505044
ADD 9505046
