Now playing.
Running...
Initializing: New segment
----- Video properties. -----
Input size: 640x360
Target size: 544x360
Retargetfactor: 0.85
Extendfactor: 0.25
Frame window size: 100
RECV 64404560
ADD 64404562
RECV 64404563
ADD 64404566
RECV 64404572
ADD 64404574
RECV 64404576
ADD 64404578
RECV 64404580
ADD 64404582
RECV 64404585
ADD 64404587
RECV 64404588
ADD 64404590
RECV 64404592
ADD 64404594
RECV 64404596
ADD 64404598
RECV 64404600
ADD 64404603
RECV 64404605
ADD 64404607
RECV 64404609
ADD 64404612
RECV 64404613
ADD 64404616
RECV 64404618
ADD 64404620
RECV 64404621
ADD 64404626
RECV 64404628
ADD 64404631
RECV 64404632
ADD 64404635
RECV 64404637
ADD 64404641
RECV 64404643
ADD 64404646
RECV 64404647
ADD 64404650
RECV 64404652
ADD 64404654
RECV 64404659
ADD 64404661
RECV 64404662
ADD 64404665
RECV 64404665
ADD 64404667
RECV 64404668
ADD 64404670
RECV 64404671
ADD 64404672
RECV 64404673
ADD 64404675
RECV 64404676
ADD 64404677
RECV 64404678
ADD 64404680
RECV 64404681
ADD 64404682
RECV 64404683
ADD 64404685
RECV 64404686
ADD 64404687
RECV 64404689
ADD 64404690
RECV 64404692
ADD 64404693
RECV 64404694
ADD 64404696
RECV 64404697
ADD 64404699
RECV 64404700
ADD 64404702
RECV 64404702
ADD 64404704
RECV 64404705
ADD 64404706
RECV 64404707
ADD 64404708
RECV 64404709
ADD 64404710
RECV 64404711
ADD 64404713
RECV 64404714
ADD 64404716
RECV 64404717
ADD 64404719
RECV 64404720
ADD 64404721
RECV 64404722
ADD 64404723
RECV 64404724
ADD 64404726
RECV 64404726
ADD 64404728
RECV 64404729
ADD 64404731
RECV 64404731
ADD 64404733
RECV 64404735
ADD 64404736
RECV 64404737
ADD 64404738
RECV 64404739
ADD 64404741
RECV 64404741
ADD 64404743
RECV 64404743
ADD 64404745
RECV 64404745
ADD 64404747
RECV 64404748
ADD 64404750
RECV 64404750
ADD 64404752
RECV 64404753
ADD 64404755
RECV 64404755
ADD 64404757
RECV 64404758
ADD 64404760
RECV 64404761
ADD 64404763
RECV 64404763
ADD 64404765
RECV 64404766
ADD 64404768
RECV 64404769
ADD 64404771
RECV 64404772
ADD 64404773
RECV 64404774
ADD 64404776
RECV 64404777
ADD 64404779
RECV 64404779
ADD 64404781
RECV 64404782
ADD 64404784
