Now playing.
Running...
Initializing: New segment
----- Video properties. -----
Input size: 640x352
Target size: 480x352
Retargetfactor: 0.75
Extendfactor: 0.25
Frame window size: 100
RECV 6298758
ADD 6298761
RECV 6298767
ADD 6298769
RECV 6298770
ADD 6298772
RECV 6298773
ADD 6298775
RECV 6298776
ADD 6298778
RECV 6298779
ADD 6298781
RECV 6298782
ADD 6298784
RECV 6298787
ADD 6298789
RECV 6298790
ADD 6298793
RECV 6298794
ADD 6298797
RECV 6298798
ADD 6298801
RECV 6298802
ADD 6298804
RECV 6298805
ADD 6298808
RECV 6298809
ADD 6298811
RECV 6298812
ADD 6298815
RECV 6298816
ADD 6298819
RECV 6298820
ADD 6298822
RECV 6298823
ADD 6298826
RECV 6298828
ADD 6298831
RECV 6298832
ADD 6298835
RECV 6298836
ADD 6298838
RECV 6298839
ADD 6298842
RECV 6298845
ADD 6298846
RECV 6298847
ADD 6298850
RECV 6298851
ADD 6298853
RECV 6298854
ADD 6298857
RECV 6298858
ADD 6298860
RECV 6298861
ADD 6298864
RECV 6298865
ADD 6298867
RECV 6298868
ADD 6298871
RECV 6298872
ADD 6298875
RECV 6298876
ADD 6298879
RECV 6298880
ADD 6298882
RECV 6298883
ADD 6298886
RECV 6298888
ADD 6298891
RECV 6298893
ADD 6298896
RECV 6298898
ADD 6298901
RECV 6298902
ADD 6298905
RECV 6298906
ADD 6298909
RECV 6298910
ADD 6298913
RECV 6298914
ADD 6298916
RECV 6298917
ADD 6298920
RECV 6298921
ADD 6298924
RECV 6298925
ADD 6298929
RECV 6298930
ADD 6298933
RECV 6298934
ADD 6298937
RECV 6298938
ADD 6298941
RECV 6298942
ADD 6298945
RECV 6298946
ADD 6298949
RECV 6298951
ADD 6298954
RECV 6298955
ADD 6298957
RECV 6298958
ADD 6298960
RECV 6298961
ADD 6298964
RECV 6298965
ADD 6298967
RECV 6298968
ADD 6298970
RECV 6298972
ADD 6298975
RECV 6298976
ADD 6298978
RECV 6298979
ADD 6298981
RECV 6298982
ADD 6298985
RECV 6298986
ADD 6298988
RECV 6298989
ADD 6298991
RECV 6298992
ADD 6298995
RECV 6298996
ADD 6298998
RECV 6298999
ADD 6299001
RECV 6299003
ADD 6299005
RECV 6299006
ADD 6299008
RECV 6299009
ADD 6299011
RECV 6299012
ADD 6299015
RECV 6299016
ADD 6299018
RECV 6299019
ADD 6299021
