Now playing.
Running...
Initializing: New segment
----- Video properties. -----
Input size: 640x360
Target size: 480x360
Retargetfactor: 0.75
Extendfactor: 0.25
Frame window size: 200
RECV 66416438
ADD 66416444
RECV 66416447
ADD 66416451
RECV 66416453
ADD 66416462
RECV 66416467
ADD 66416473
RECV 66416475
ADD 66416481
RECV 66416482
ADD 66416486
RECV 66416489
ADD 66416493
RECV 66416495
ADD 66416499
RECV 66416501
ADD 66416504
RECV 66416506
ADD 66416509
RECV 66416510
ADD 66416513
RECV 66416515
ADD 66416518
RECV 66416520
ADD 66416524
RECV 66416525
ADD 66416529
RECV 66416531
ADD 66416535
RECV 66416537
ADD 66416543
RECV 66416544
ADD 66416548
RECV 66416550
ADD 66416554
RECV 66416556
ADD 66416560
RECV 66416561
ADD 66416565
RECV 66416567
ADD 66416571
RECV 66416573
ADD 66416577
RECV 66416579
ADD 66416583
RECV 66416585
ADD 66416590
RECV 66416591
ADD 66416596
RECV 66416597
ADD 66416601
RECV 66416604
ADD 66416608
RECV 66416611
ADD 66416614
RECV 66416616
ADD 66416622
RECV 66416624
ADD 66416629
RECV 66416631
ADD 66416635
RECV 66416636
ADD 66416640
RECV 66416641
ADD 66416645
RECV 66416647
ADD 66416650
RECV 66416652
ADD 66416657
RECV 66416658
ADD 66416662
RECV 66416665
ADD 66416669
RECV 66416670
ADD 66416674
RECV 66416675
ADD 66416678
RECV 66416680
ADD 66416682
RECV 66416684
ADD 66416687
RECV 66416688
ADD 66416691
RECV 66416693
ADD 66416696
RECV 66416697
ADD 66416701
RECV 66416702
ADD 66416705
RECV 66416706
ADD 66416709
RECV 66416711
ADD 66416715
RECV 66416716
ADD 66416719
RECV 66416720
ADD 66416723
RECV 66416724
ADD 66416727
RECV 66416728
ADD 66416732
RECV 66416733
ADD 66416737
RECV 66416738
ADD 66416741
RECV 66416743
ADD 66416748
RECV 66416749
ADD 66416753
RECV 66416755
ADD 66416759
RECV 66416760
ADD 66416763
RECV 66416764
ADD 66416767
RECV 66416768
ADD 66416772
RECV 66416773
ADD 66416776
RECV 66416778
ADD 66416781
RECV 66416784
ADD 66416788
RECV 66416790
ADD 66416794
RECV 66416796
ADD 66416799
RECV 66416801
ADD 66416804
RECV 66416806
ADD 66416809
RECV 66416811
ADD 66416815
RECV 66416817
ADD 66416821
RECV 66416822
ADD 66416826
RECV 66416828
ADD 66416832
