Now playing.
Running...
Initializing: New segment
----- Video properties. -----
Input size: 640x360
Target size: 480x360
Retargetfactor: 0.75
Extendfactor: 0.25
Frame window size: 50
RECV 41029601
ADD 41029603
RECV 41029605
ADD 41029606
RECV 41029608
ADD 41029610
RECV 41029612
ADD 41029614
RECV 41029614
ADD 41029616
RECV 41029617
ADD 41029620
RECV 41029620
ADD 41029622
RECV 41029623
ADD 41029625
RECV 41029626
ADD 41029628
RECV 41029630
ADD 41029632
RECV 41029633
ADD 41029635
RECV 41029637
ADD 41029639
RECV 41029640
ADD 41029642
RECV 41029644
ADD 41029646
RECV 41029647
ADD 41029649
RECV 41029650
ADD 41029652
RECV 41029653
ADD 41029655
RECV 41029656
ADD 41029658
RECV 41029659
ADD 41029661
RECV 41029662
ADD 41029664
RECV 41029665
ADD 41029667
RECV 41029668
ADD 41029670
RECV 41029671
ADD 41029673
RECV 41029674
ADD 41029676
RECV 41029677
ADD 41029679
RECV 41029680
ADD 41029681
RECV 41029682
ADD 41029684
RECV 41029686
ADD 41029688
RECV 41029689
ADD 41029690
RECV 41029691
ADD 41029693
RECV 41029694
ADD 41029695
RECV 41029697
ADD 41029698
RECV 41029699
ADD 41029701
RECV 41029702
ADD 41029704
RECV 41029705
ADD 41029706
RECV 41029707
ADD 41029709
RECV 41029710
ADD 41029711
RECV 41029713
ADD 41029714
RECV 41029715
ADD 41029717
RECV 41029718
ADD 41029720
RECV 41029721
ADD 41029722
RECV 41029724
ADD 41029725
RECV 41029727
ADD 41029728
RECV 41029729
ADD 41029731
RECV 41029733
ADD 41029735
RECV 41029736
ADD 41029738
RECV 41029738
ADD 41029741
RECV 41029741
ADD 41029743
RECV 41029744
ADD 41029746
RECV 41029747
ADD 41029749
RECV 41029750
ADD 41029752
RECV 41029754
ADD 41029756
RECV 41029757
ADD 41029759
RECV 41029760
ADD 41029764
RECV 41029765
SEND 41029785
ADD 41029768
RECV 41029788
SEND 41029816
ADD 41029790
RECV 41029818
SEND 41029846
ADD 41029820
RECV 41029847
SEND 41029873
ADD 41029849
RECV 41029875
SEND 41029902
ADD 41029876
RECV 41029904
SEND 41029930
ADD 41029906
RECV 41029931
SEND 41029957
ADD 41029933
RECV 41029959
SEND 41029983
ADD 41029960
RECV 41029984
SEND 41030011
ADD 41029986
RECV 41030013
SEND 41030039
ADD 41030014
RECV 41030041
SEND 41030067
