Now playing.
Running...
Initializing: New segment
----- Video properties. -----
Input size: 640x360
Target size: 320x360
Retargetfactor: 0.5
Extendfactor: 0.25
Frame window size: 50
RECV 41755961
ADD 41755963
RECV 41755966
ADD 41755968
RECV 41755968
ADD 41755970
RECV 41755971
ADD 41755972
RECV 41755973
ADD 41755975
RECV 41755975
ADD 41755977
RECV 41755978
ADD 41755979
RECV 41755980
ADD 41755982
RECV 41755982
ADD 41755984
RECV 41755985
ADD 41755986
RECV 41755987
ADD 41755989
RECV 41755990
ADD 41755991
RECV 41755992
ADD 41755993
RECV 41755995
ADD 41755996
RECV 41755997
ADD 41755998
RECV 41755999
ADD 41756001
RECV 41756002
ADD 41756004
RECV 41756005
ADD 41756006
RECV 41756008
ADD 41756009
RECV 41756010
ADD 41756011
RECV 41756012
ADD 41756014
RECV 41756014
ADD 41756016
RECV 41756017
ADD 41756018
RECV 41756217
ADD 41756219
RECV 41756222
ADD 41756224
RECV 41756227
ADD 41756229
RECV 41756231
ADD 41756233
RECV 41756235
ADD 41756237
RECV 41756239
ADD 41756243
RECV 41756245
ADD 41756247
RECV 41756249
ADD 41756251
RECV 41756253
ADD 41756255
RECV 41756257
ADD 41756259
RECV 41756261
ADD 41756264
RECV 41756265
ADD 41756268
RECV 41756269
ADD 41756271
RECV 41756661
ADD 41756664
RECV 41756666
ADD 41756669
RECV 41756670
ADD 41756672
RECV 41756677
ADD 41756680
RECV 41756709
ADD 41756711
RECV 41756713
ADD 41756715
RECV 41756717
ADD 41756719
RECV 41756736
ADD 41756738
RECV 41756749
ADD 41756751
RECV 41756752
ADD 41756754
RECV 41756757
ADD 41756759
RECV 41756763
ADD 41756767
RECV 41756773
ADD 41756776
RECV 41756778
ADD 41756780
RECV 41756782
ADD 41756784
RECV 41756786
ADD 41756790
RECV 41756791
ADD 41756793
RECV 41756796
ADD 41756799
RECV 41756800
SEND 41756848
ADD 41756803
RECV 41756850
SEND 41756898
ADD 41756853
RECV 41756901
SEND 41756950
ADD 41756903
RECV 41756952
SEND 41756997
ADD 41756954
RECV 41756999
SEND 41757047
ADD 41757002
RECV 41757049
SEND 41757094
ADD 41757051
RECV 41757096
SEND 41757143
ADD 41757098
RECV 41757145
SEND 41757192
ADD 41757147
RECV 41757194
SEND 41757239
ADD 41757196
RECV 41757241
SEND 41757288
ADD 41757243
RECV 41757290
SEND 41757339
