Now playing.
Running...
Capability changes: 0x0 to 640x360
Capability changes: 640x360 to 640x360
Initializing: New segment
----- Video properties. -----
Input size: 640x360
Target size: 480x360
Retargetfactor: 0.75
Extendfactor: 0.25
Frame window size: 200
RECV 18383182
ADD 18383184
RECV 18383185
ADD 18383187
RECV 18383189
ADD 18383191
RECV 18383191
ADD 18383193
RECV 18383195
ADD 18383197
RECV 18383198
ADD 18383200
RECV 18383201
ADD 18383203
RECV 18383204
ADD 18383206
RECV 18383207
ADD 18383209
RECV 18383211
ADD 18383213
RECV 18383214
ADD 18383216
RECV 18383217
ADD 18383219
RECV 18383220
ADD 18383222
RECV 18383223
ADD 18383225
RECV 18383225
ADD 18383227
RECV 18383228
ADD 18383230
RECV 18383231
ADD 18383233
RECV 18383234
ADD 18383236
RECV 18383237
ADD 18383239
RECV 18383240
ADD 18383242
RECV 18383243
ADD 18383246
RECV 18383247
ADD 18383249
RECV 18383250
ADD 18383252
RECV 18383253
ADD 18383255
RECV 18383256
ADD 18383258
RECV 18383259
ADD 18383261
RECV 18383262
ADD 18383264
RECV 18383264
ADD 18383266
RECV 18383267
ADD 18383269
RECV 18383270
ADD 18383272
RECV 18383273
ADD 18383276
RECV 18383277
ADD 18383279
RECV 18383279
ADD 18383281
RECV 18383362
ADD 18383363
RECV 18383364
ADD 18383366
RECV 18383367
ADD 18383369
RECV 18383370
ADD 18383371
RECV 18383372
ADD 18383374
RECV 18383375
ADD 18383376
RECV 18383377
ADD 18383379
RECV 18383381
ADD 18383382
RECV 18383384
ADD 18383385
RECV 18383386
ADD 18383388
RECV 18383389
ADD 18383391
RECV 18383392
ADD 18383394
RECV 18383395
ADD 18383396
RECV 18383398
ADD 18383399
RECV 18383400
ADD 18383402
RECV 18383403
ADD 18383405
RECV 18383406
ADD 18383408
RECV 18383410
ADD 18383411
RECV 18383413
ADD 18383414
RECV 18383416
ADD 18383417
RECV 18383418
ADD 18383420
RECV 18383422
ADD 18383423
RECV 18383425
ADD 18383426
RECV 18383428
ADD 18383429
RECV 18383431
ADD 18383432
RECV 18383434
ADD 18383436
RECV 18383437
ADD 18383438
RECV 18383439
ADD 18383441
RECV 18383442
ADD 18383444
RECV 18383445
ADD 18383447
RECV 18383448
ADD 18383450
RECV 18383451
ADD 18383453
RECV 18383454
ADD 18383456
RECV 18383457
ADD 18383459
RECV 18383460
ADD 18383462
RECV 18383463
ADD 18383465
RECV 18383466
ADD 18383467
RECV 18383468
ADD 18383469
RECV 18383470
ADD 18383471
RECV 18383473
ADD 18383475
RECV 18383476
ADD 18383478
RECV 18383479
ADD 18383480
RECV 18383481
ADD 18383483
RECV 18383484
ADD 18383486
RECV 18383487
ADD 18383488
RECV 18383489
ADD 18383492
RECV 18383493
ADD 18383495
RECV 18383496
ADD 18383497
RECV 18383499
ADD 18383500
RECV 18383502
ADD 18383503
RECV 18383504
ADD 18383506
RECV 18383507
ADD 18383509
RECV 18383510
ADD 18383512
RECV 18383513
ADD 18383514
RECV 18383516
ADD 18383517
RECV 18383518
ADD 18383520
RECV 18383521
ADD 18383523
RECV 18383524
ADD 18383525
RECV 18383526
ADD 18383528
RECV 18383530
ADD 18383531
RECV 18383533
ADD 18383535
RECV 18383536
ADD 18383538
RECV 18383539
ADD 18383541
RECV 18383542
ADD 18383545
RECV 18383545
ADD 18383548
RECV 18383548
ADD 18383550
RECV 18383551
ADD 18383553
RECV 18383554
ADD 18383555
RECV 18383556
ADD 18383558
RECV 18383559
ADD 18383561
RECV 18383563
ADD 18383564
RECV 18383566
ADD 18383567
RECV 18383568
ADD 18383570
RECV 18383571
ADD 18383572
RECV 18383573
ADD 18383575
RECV 18383576
ADD 18383578
RECV 18383579
ADD 18383580
RECV 18383581
ADD 18383582
RECV 18383583
ADD 18383585
RECV 18383586
ADD 18383587
RECV 18383588
ADD 18383589
RECV 18383591
ADD 18383593
RECV 18383594
ADD 18383595
RECV 18383596
ADD 18383598
RECV 18383599
ADD 18383600
RECV 18383601
ADD 18383603
RECV 18383604
ADD 18383605
Capability changes: 640x360 to 640x360
Capability changes: 640x360 to 640x360
RECV 18383885
ADD 18383889
RECV 18383890
ADD 18383891
RECV 18383902
ADD 18383904
RECV 18383917
ADD 18383920
RECV 18383924
ADD 18383927
RECV 18383937
ADD 18383939
RECV 18383942
ADD 18383945
RECV 18383952
ADD 18383954
RECV 18383958
ADD 18383960
RECV 18383968
ADD 18383971
RECV 18383974
ADD 18383976
RECV 18383986
ADD 18383988
RECV 18384001
ADD 18384004
RECV 18384006
ADD 18384008
RECV 18384014
ADD 18384016
RECV 18384021
ADD 18384023
RECV 18384027
ADD 18384029
RECV 18384042
ADD 18384045
RECV 18384046
ADD 18384048
RECV 18384058
ADD 18384061
RECV 18384068
ADD 18384070
RECV 18384078
ADD 18384080
RECV 18384088
ADD 18384090
RECV 18384096
ADD 18384098
RECV 18384109
ADD 18384112
RECV 18384114
ADD 18384116
RECV 18384129
ADD 18384131
RECV 18384134
ADD 18384136
RECV 18384147
ADD 18384149
RECV 18384150
ADD 18384152
RECV 18384164
ADD 18384166
RECV 18384169
ADD 18384171
RECV 18384175
ADD 18384178
RECV 18384183
ADD 18384185
RECV 18384187
ADD 18384189
RECV 18384204
ADD 18384210
RECV 18384211
ADD 18384214
RECV 18384221
ADD 18384223
RECV 18384226
ADD 18384228
RECV 18384236
ADD 18384238
RECV 18384244
ADD 18384246
RECV 18384249
ADD 18384251
RECV 18384258
ADD 18384260
RECV 18384267
ADD 18384269
RECV 18384274
ADD 18384276
RECV 18384281
ADD 18384283
RECV 18384286
ADD 18384289
RECV 18384295
ADD 18384297
RECV 18384300
ADD 18384302
RECV 18384312
ADD 18384315
RECV 18384317
ADD 18384319
RECV 18384320
ADD 18384322
RECV 18384336
ADD 18384338
RECV 18384339
ADD 18384341
RECV 18384352
ADD 18384354
RECV 18384357
ADD 18384359
RECV 18384365
ADD 18384367
RECV 18384373
ADD 18384375
RECV 18384377
ADD 18384380
RECV 18384386
ADD 18384388
RECV 18384394
ADD 18384396
RECV 18384398
ADD 18384400
RECV 18384405
ADD 18384407
RECV 18384412
ADD 18384414
RECV 18384417
ADD 18384419
RECV 18384422
ADD 18384423
RECV 18384429
ADD 18384432
RECV 18384435
ADD 18384443
RECV 18384444
ADD 18384446
RECV 18384454
ADD 18384456
RECV 18384460
ADD 18384462
RECV 18384464
ADD 18384466
RECV 18384475
ADD 18384477
RECV 18384759
ADD 18384761
RECV 18384770
ADD 18384772
RECV 18384776
ADD 18384779
RECV 18384781
ADD 18384783
RECV 18384785
ADD 18384787
RECV 18384791
ADD 18384793
RECV 18384798
ADD 18384800
RECV 18384802
ADD 18384804
RECV 18384810
ADD 18384812
RECV 18384828
ADD 18384830
SEND 18384841
SEND 18384877
SEND 18384913
SEND 18384949
SEND 18384979
SEND 18385005
SEND 18385033
SEND 18385060
SEND 18385089
SEND 18385115
SEND 18385143
SEND 18385168
SEND 18385195
SEND 18385222
SEND 18385249
SEND 18385275
RECV 18385295
ADD 18385297
SEND 18385302
RECV 18385307
ADD 18385310
RECV 18385312
