Now playing.
Running...
Capability changes: 0x0 to 640x360
Capability changes: 640x360 to 640x360
Initializing: New segment
----- Video properties. -----
Input size: 640x360
Target size: 480x360
Retargetfactor: 0.75
Extendfactor: 0.25
Frame window size: 100
RECV 18079800
ADD 18079802
RECV 18079804
ADD 18079806
RECV 18079807
ADD 18079809
RECV 18079810
ADD 18079812
RECV 18079813
ADD 18079815
RECV 18079816
ADD 18079818
RECV 18079819
ADD 18079821
RECV 18079822
ADD 18079825
RECV 18079826
ADD 18079829
RECV 18079830
ADD 18079832
RECV 18079834
ADD 18079836
RECV 18079837
ADD 18079839
RECV 18079841
ADD 18079843
RECV 18079844
ADD 18079846
RECV 18079847
ADD 18079849
RECV 18079850
ADD 18079852
RECV 18079853
ADD 18079858
RECV 18079858
ADD 18079861
RECV 18079862
ADD 18079865
RECV 18079866
ADD 18079868
RECV 18079869
ADD 18079871
RECV 18079872
ADD 18079874
RECV 18079876
ADD 18079878
RECV 18079879
ADD 18079882
RECV 18079884
ADD 18079886
RECV 18079886
ADD 18079889
RECV 18079890
ADD 18079893
RECV 18079894
ADD 18079896
RECV 18079897
ADD 18079899
RECV 18079900
ADD 18079902
RECV 18079903
ADD 18079905
RECV 18079906
ADD 18079908
RECV 18079909
ADD 18079911
RECV 18079912
ADD 18079914
RECV 18079916
ADD 18079919
RECV 18079920
ADD 18079922
RECV 18079923
ADD 18079925
RECV 18079926
ADD 18079928
RECV 18079929
ADD 18079931
RECV 18079933
ADD 18079936
RECV 18079937
ADD 18079939
RECV 18079941
ADD 18079943
RECV 18079944
ADD 18079948
RECV 18079949
ADD 18079951
RECV 18079952
ADD 18079954
RECV 18079955
ADD 18079958
RECV 18079959
ADD 18079961
RECV 18079962
ADD 18079964
RECV 18079965
ADD 18079967
RECV 18079969
ADD 18079970
RECV 18079972
ADD 18079974
RECV 18079975
ADD 18079978
RECV 18079979
ADD 18079981
RECV 18079983
ADD 18079985
RECV 18079987
ADD 18079989
RECV 18079990
ADD 18079992
RECV 18079993
ADD 18079995
RECV 18079997
ADD 18079999
RECV 18080001
ADD 18080003
RECV 18080004
ADD 18080006
RECV 18080008
ADD 18080010
RECV 18080011
ADD 18080013
RECV 18080014
ADD 18080016
RECV 18080018
ADD 18080020
RECV 18080020
ADD 18080022
RECV 18080023
ADD 18080025
RECV 18080026
ADD 18080028
RECV 18080029
ADD 18080031
RECV 18080032
ADD 18080034
RECV 18080035
ADD 18080037
RECV 18080038
ADD 18080040
RECV 18080041
ADD 18080043
RECV 18080044
ADD 18080046
RECV 18080047
ADD 18080048
RECV 18080050
ADD 18080051
RECV 18080052
ADD 18080057
RECV 18080058
ADD 18080060
RECV 18080061
ADD 18080063
RECV 18080064
ADD 18080066
RECV 18080069
ADD 18080071
RECV 18080072
ADD 18080075
RECV 18080076
ADD 18080078
RECV 18080080
ADD 18080082
RECV 18080083
ADD 18080085
RECV 18080086
ADD 18080088
RECV 18080089
ADD 18080091
RECV 18080092
ADD 18080094
RECV 18080095
ADD 18080097
RECV 18080098
ADD 18080100
RECV 18080101
ADD 18080103
RECV 18080105
ADD 18080106
RECV 18080107
ADD 18080109
RECV 18080110
ADD 18080111
RECV 18080112
ADD 18080114
RECV 18080115
ADD 18080117
RECV 18080118
ADD 18080120
RECV 18080121
ADD 18080123
RECV 18080124
ADD 18080125
RECV 18080126
ADD 18080127
RECV 18080128
ADD 18080134
RECV 18080135
ADD 18080138
RECV 18080141
ADD 18080142
RECV 18080143
ADD 18080144
RECV 18080145
ADD 18080146
RECV 18080147
SEND 18080168
ADD 18080148
RECV 18080170
SEND 18080201
ADD 18080172
RECV 18080202
SEND 18080230
ADD 18080204
RECV 18080232
SEND 18080260
ADD 18080234
RECV 18080262
SEND 18080289
ADD 18080264
RECV 18080291
SEND 18080318
ADD 18080293
RECV 18080319
SEND 18080346
ADD 18080321
RECV 18080349
SEND 18080374
ADD 18080351
RECV 18080377
SEND 18080404
ADD 18080379
RECV 18080405
SEND 18080432
ADD 18080407
RECV 18080434
SEND 18080459
ADD 18080435
RECV 18080461
SEND 18080484
ADD 18080462
RECV 18080486
SEND 18080511
ADD 18080488
RECV 18080512
SEND 18080539
ADD 18080514
RECV 18080541
SEND 18080568
ADD 18080543
RECV 18080570
SEND 18080595
ADD 18080572
Capability changes: 640x360 to 640x360
Capability changes: 640x360 to 640x360
RECV 18080599
SEND 18080624
ADD 18080601
RECV 18080627
SEND 18080653
ADD 18080629
RECV 18080662
SEND 18080691
ADD 18080664
RECV 18080695
SEND 18080722
ADD 18080701
RECV 18080723
SEND 18080749
ADD 18080725
RECV 18080751
SEND 18080775
ADD 18080752
RECV 18080777
SEND 18080803
ADD 18080779
RECV 18080804
SEND 18080831
ADD 18080806
RECV 18080833
SEND 18080858
ADD 18080835
RECV 18080860
SEND 18080884
ADD 18080862
RECV 18080886
SEND 18080913
ADD 18080889
RECV 18080916
SEND 18080941
ADD 18080918
RECV 18080943
SEND 18080967
ADD 18080945
RECV 18080971
SEND 18080994
ADD 18080973
RECV 18080996
SEND 18081020
ADD 18080998
RECV 18081023
SEND 18081048
ADD 18081024
RECV 18081050
SEND 18081076
ADD 18081052
RECV 18081078
SEND 18081105
ADD 18081079
RECV 18081107
SEND 18081138
ADD 18081109
RECV 18081141
SEND 18081169
ADD 18081143
RECV 18081172
SEND 18081200
ADD 18081181
RECV 18081202
SEND 18081227
ADD 18081204
RECV 18081229
SEND 18081256
ADD 18081231
RECV 18081258
SEND 18081284
ADD 18081260
RECV 18081286
SEND 18081312
ADD 18081288
RECV 18081314
SEND 18081340
ADD 18081315
RECV 18081341
SEND 18081367
ADD 18081343
RECV 18081369
SEND 18081395
ADD 18081371
RECV 18081397
SEND 18081423
ADD 18081399
RECV 18081424
SEND 18081451
ADD 18081427
RECV 18081453
SEND 18081479
ADD 18081455
RECV 18081481
SEND 18081506
ADD 18081485
RECV 18081508
SEND 18081533
ADD 18081510
RECV 18081535
SEND 18081561
ADD 18081537
RECV 18081563
SEND 18081590
ADD 18081565
RECV 18081592
SEND 18081619
ADD 18081595
RECV 18081621
SEND 18081648
ADD 18081623
RECV 18081651
SEND 18081678
ADD 18081653
RECV 18081681
SEND 18081708
ADD 18081683
RECV 18081710
SEND 18081740
ADD 18081711
RECV 18081742
SEND 18081766
ADD 18081744
RECV 18081768
SEND 18081792
ADD 18081770
RECV 18081794
SEND 18081818
ADD 18081797
RECV 18081821
SEND 18081846
ADD 18081823
RECV 18081848
SEND 18081873
ADD 18081850
RECV 18081875
SEND 18081899
ADD 18081876
RECV 18081902
SEND 18081928
ADD 18081904
RECV 18081930
SEND 18081954
ADD 18081931
RECV 18081956
SEND 18081981
ADD 18081958
RECV 18081983
SEND 18082009
ADD 18081985
RECV 18082011
SEND 18082036
ADD 18082013
RECV 18082038
SEND 18082062
ADD 18082041
RECV 18082064
SEND 18082089
ADD 18082066
RECV 18082091
SEND 18082115
ADD 18082094
RECV 18082117
SEND 18082143
ADD 18082120
RECV 18082146
SEND 18082171
ADD 18082148
RECV 18082173
SEND 18082201
ADD 18082178
RECV 18082205
