Now playing.
Running...
Capability changes: 0x0 to 640x360
Capability changes: 640x360 to 640x360
Initializing: New segment
----- Video properties. -----
Input size: 640x360
Target size: 320x360
Retargetfactor: 0.5
Extendfactor: 0.25
Frame window size: 100
RECV 25167031
ADD 25167033
RECV 25167035
ADD 25167036
RECV 25167037
ADD 25167039
RECV 25167040
ADD 25167041
RECV 25167042
ADD 25167043
RECV 25167044
ADD 25167046
RECV 25167046
ADD 25167048
RECV 25167049
ADD 25167050
RECV 25167051
ADD 25167052
RECV 25167053
ADD 25167055
RECV 25167056
ADD 25167057
RECV 25167058
ADD 25167059
RECV 25167060
ADD 25167062
RECV 25167063
ADD 25167065
RECV 25167065
ADD 25167067
RECV 25167067
ADD 25167069
RECV 25167069
ADD 25167071
RECV 25167072
ADD 25167074
RECV 25167075
ADD 25167077
RECV 25167079
ADD 25167081
RECV 25167082
ADD 25167085
RECV 25167086
ADD 25167088
RECV 25167090
ADD 25167092
RECV 25167093
ADD 25167095
RECV 25167097
ADD 25167099
RECV 25167101
ADD 25167103
RECV 25167105
ADD 25167107
RECV 25167109
ADD 25167111
RECV 25167113
ADD 25167115
RECV 25167116
ADD 25167118
RECV 25167120
ADD 25167122
RECV 25167123
ADD 25167126
RECV 25167127
ADD 25167129
RECV 25167131
ADD 25167133
RECV 25167135
ADD 25167137
RECV 25167139
ADD 25167141
RECV 25167143
ADD 25167145
RECV 25167147
ADD 25167149
RECV 25167151
ADD 25167153
RECV 25167155
ADD 25167157
RECV 25167159
ADD 25167161
RECV 25167163
ADD 25167165
RECV 25167166
ADD 25167168
RECV 25167170
ADD 25167172
RECV 25167173
ADD 25167175
RECV 25167176
ADD 25167179
RECV 25167180
ADD 25167181
RECV 25167183
ADD 25167186
RECV 25167188
ADD 25167190
RECV 25167191
ADD 25167194
RECV 25167195
ADD 25167197
RECV 25167199
ADD 25167201
RECV 25167202
ADD 25167204
RECV 25167206
ADD 25167208
RECV 25167209
ADD 25167211
RECV 25167212
ADD 25167214
RECV 25167216
ADD 25167218
RECV 25167219
ADD 25167221
RECV 25167222
ADD 25167224
RECV 25167226
ADD 25167228
RECV 25167229
ADD 25167231
RECV 25167232
ADD 25167234
RECV 25167235
ADD 25167237
RECV 25167238
ADD 25167240
RECV 25167241
ADD 25167243
RECV 25167245
ADD 25167247
RECV 25167248
ADD 25167250
RECV 25167251
ADD 25167254
RECV 25167255
ADD 25167257
RECV 25167258
ADD 25167260
RECV 25167261
ADD 25167263
RECV 25167265
ADD 25167267
RECV 25167268
ADD 25167270
RECV 25167270
ADD 25167273
RECV 25167274
ADD 25167276
RECV 25167277
ADD 25167279
RECV 25167280
ADD 25167282
RECV 25167284
ADD 25167285
RECV 25167287
ADD 25167288
RECV 25167290
ADD 25167292
RECV 25167293
ADD 25167295
RECV 25167296
ADD 25167299
RECV 25167300
ADD 25167302
RECV 25167304
ADD 25167306
RECV 25167307
ADD 25167309
RECV 25167310
ADD 25167312
RECV 25167313
ADD 25167315
RECV 25167316
ADD 25167318
RECV 25167319
ADD 25167321
RECV 25167322
ADD 25167323
RECV 25167324
ADD 25167326
RECV 25167327
ADD 25167328
RECV 25167329
ADD 25167331
RECV 25167332
ADD 25167333
RECV 25167335
ADD 25167336
RECV 25167337
ADD 25167338
RECV 25167340
ADD 25167341
RECV 25167342
ADD 25167343
RECV 25167345
ADD 25167346
RECV 25167348
ADD 25167350
RECV 25167354
ADD 25167356
RECV 25167360
ADD 25167362
RECV 25167363
ADD 25167365
RECV 25167367
ADD 25167368
RECV 25167373
SEND 25167431
ADD 25167376
RECV 25167435
SEND 25167483
ADD 25167437
RECV 25167486
SEND 25167535
ADD 25167487
RECV 25167538
SEND 25167587
ADD 25167539
RECV 25167590
SEND 25167637
ADD 25167591
RECV 25167639
SEND 25167686
ADD 25167640
RECV 25167687
SEND 25167734
ADD 25167689
RECV 25167735
SEND 25167782
ADD 25167737
RECV 25167784
SEND 25167829
ADD 25167786
RECV 25167831
SEND 25167876
ADD 25167833
RECV 25167878
SEND 25167923
ADD 25167879
RECV 25167925
SEND 25167970
ADD 25167927
RECV 25167972
SEND 25168017
ADD 25167974
RECV 25168019
SEND 25168065
ADD 25168021
RECV 25168067
SEND 25168112
ADD 25168069
RECV 25168113
SEND 25168160
ADD 25168115
Capability changes: 640x360 to 640x360
Capability changes: 640x360 to 640x360
RECV 25168168
SEND 25168208
ADD 25168170
RECV 25168211
SEND 25168256
ADD 25168213
RECV 25168258
SEND 25168304
ADD 25168260
RECV 25168305
SEND 25168352
ADD 25168307
RECV 25168355
SEND 25168400
ADD 25168357
RECV 25168405
SEND 25168447
ADD 25168407
RECV 25168450
SEND 25168497
ADD 25168452
RECV 25168499
SEND 25168546
ADD 25168501
RECV 25168548
SEND 25168596
ADD 25168550
RECV 25168598
SEND 25168646
ADD 25168600
RECV 25168648
SEND 25168694
ADD 25168650
RECV 25168696
SEND 25168743
ADD 25168698
RECV 25168745
SEND 25168791
ADD 25168747
RECV 25168793
SEND 25168838
ADD 25168795
RECV 25168840
SEND 25168885
ADD 25168842
RECV 25168887
SEND 25168933
ADD 25168889
RECV 25168935
SEND 25168981
ADD 25168937
RECV 25168983
SEND 25169029
ADD 25168985
RECV 25169031
SEND 25169075
ADD 25169033
RECV 25169077
SEND 25169123
ADD 25169080
RECV 25169125
SEND 25169171
ADD 25169128
RECV 25169173
SEND 25169219
ADD 25169175
RECV 25169221
SEND 25169265
ADD 25169223
RECV 25169267
SEND 25169313
ADD 25169269
RECV 25169315
SEND 25169361
ADD 25169317
RECV 25169363
SEND 25169407
ADD 25169365
RECV 25169409
SEND 25169455
ADD 25169412
RECV 25169457
SEND 25169503
ADD 25169459
RECV 25169504
SEND 25169551
ADD 25169509
RECV 25169553
SEND 25169598
ADD 25169555
RECV 25169600
SEND 25169645
ADD 25169602
RECV 25169647
SEND 25169693
ADD 25169649
RECV 25169695
SEND 25169741
ADD 25169697
RECV 25169743
SEND 25169788
ADD 25169744
RECV 25169790
SEND 25169839
ADD 25169791
RECV 25169840
SEND 25169889
ADD 25169842
RECV 25169891
SEND 25169939
ADD 25169892
RECV 25169941
SEND 25169989
ADD 25169942
RECV 25169991
SEND 25170040
ADD 25169992
RECV 25170041
SEND 25170090
ADD 25170043
RECV 25170092
SEND 25170139
ADD 25170093
RECV 25170141
SEND 25170191
ADD 25170143
RECV 25170193
SEND 25170241
ADD 25170195
RECV 25170243
SEND 25170290
ADD 25170244
RECV 25170292
SEND 25170340
ADD 25170295
RECV 25170344
SEND 25170390
ADD 25170346
RECV 25170392
SEND 25170440
ADD 25170394
RECV 25170442
SEND 25170490
ADD 25170444
RECV 25170492
SEND 25170541
ADD 25170494
RECV 25170544
SEND 25170592
ADD 25170546
RECV 25170594
SEND 25170641
ADD 25170596
RECV 25170657
SEND 25170704
ADD 25170659
RECV 25170706
SEND 25170752
ADD 25170709
RECV 25170754
SEND 25170803
ADD 25170756
RECV 25170804
SEND 25170851
ADD 25170806
RECV 25170853
SEND 25170899
ADD 25170854
RECV 25170901
SEND 25170947
ADD 25170903
RECV 25170948
