Now playing.
Running...
Initializing: New segment
----- Video properties. -----
Input size: 640x360
Target size: 544x360
Retargetfactor: 0.85
Extendfactor: 0.25
Frame window size: 100
RECV 40470075
ADD 40470077
RECV 40470078
ADD 40470080
RECV 40470081
ADD 40470083
RECV 40470084
ADD 40470086
RECV 40470087
ADD 40470089
RECV 40470090
ADD 40470092
RECV 40470094
ADD 40470096
RECV 40470098
ADD 40470101
RECV 40470103
ADD 40470105
RECV 40470107
ADD 40470109
RECV 40470110
ADD 40470112
RECV 40470113
ADD 40470115
RECV 40470115
ADD 40470117
RECV 40470118
ADD 40470120
RECV 40470121
ADD 40470123
RECV 40470123
ADD 40470125
RECV 40470126
ADD 40470128
RECV 40470129
ADD 40470131
RECV 40470132
ADD 40470134
RECV 40470134
ADD 40470136
RECV 40470138
ADD 40470140
RECV 40470141
ADD 40470143
RECV 40470144
ADD 40470146
RECV 40470147
ADD 40470149
RECV 40470150
ADD 40470152
RECV 40470153
ADD 40470154
RECV 40470158
ADD 40470160
RECV 40470161
ADD 40470163
RECV 40470164
ADD 40470166
RECV 40470168
ADD 40470170
RECV 40470171
ADD 40470173
RECV 40470174
ADD 40470176
RECV 40470177
ADD 40470179
RECV 40470180
ADD 40470182
RECV 40470182
ADD 40470184
RECV 40470185
ADD 40470187
RECV 40470188
ADD 40470190
RECV 40470191
ADD 40470193
RECV 40470193
ADD 40470196
RECV 40470196
ADD 40470198
RECV 40470199
ADD 40470201
RECV 40470202
ADD 40470205
RECV 40470206
ADD 40470208
RECV 40470209
ADD 40470211
RECV 40470212
ADD 40470214
RECV 40470215
ADD 40470217
RECV 40470217
ADD 40470219
RECV 40470220
ADD 40470223
RECV 40470223
ADD 40470225
RECV 40470226
ADD 40470228
RECV 40470229
ADD 40470231
RECV 40470231
ADD 40470234
RECV 40470234
ADD 40470237
RECV 40470237
ADD 40470239
RECV 40470240
ADD 40470242
RECV 40470243
ADD 40470245
RECV 40470246
ADD 40470248
RECV 40470249
ADD 40470251
RECV 40470252
ADD 40470254
RECV 40470255
ADD 40470258
RECV 40470259
ADD 40470261
RECV 40470262
ADD 40470264
RECV 40470265
ADD 40470267
RECV 40470268
ADD 40470270
RECV 40470271
ADD 40470273
RECV 40470273
ADD 40470276
RECV 40470277
ADD 40470279
RECV 40470280
ADD 40470281
RECV 40470283
ADD 40470285
RECV 40470287
ADD 40470289
