Now playing.
Running...
Capability changes: 0x0 to 640x360
Capability changes: 640x360 to 640x360
Initializing: New segment
----- Video properties. -----
Input size: 640x360
Target size: 320x360
Retargetfactor: 0.5
Extendfactor: 0.25
Frame window size: 50
RECV 18697723
ADD 18697726
RECV 18697727
ADD 18697729
RECV 18697731
ADD 18697732
RECV 18697734
ADD 18697736
RECV 18697738
ADD 18697740
RECV 18697741
ADD 18697743
RECV 18697745
ADD 18697746
RECV 18697748
ADD 18697749
RECV 18697750
ADD 18697751
RECV 18697752
ADD 18697753
RECV 18697754
ADD 18697757
RECV 18697759
ADD 18697761
RECV 18697762
ADD 18697765
RECV 18697766
ADD 18697769
RECV 18697770
ADD 18697772
RECV 18697773
ADD 18697775
RECV 18697775
ADD 18697778
RECV 18697779
ADD 18697781
RECV 18697782
ADD 18697784
RECV 18697785
ADD 18697787
RECV 18697788
ADD 18697790
RECV 18697791
ADD 18697793
RECV 18697794
ADD 18697796
RECV 18697797
ADD 18697799
RECV 18697799
ADD 18697802
RECV 18697803
ADD 18697805
RECV 18697806
ADD 18697808
RECV 18697809
ADD 18697811
RECV 18697812
ADD 18697814
RECV 18697816
ADD 18697818
RECV 18697819
ADD 18697821
RECV 18697822
ADD 18697824
RECV 18697825
ADD 18697828
RECV 18697828
ADD 18697830
RECV 18697831
ADD 18697833
RECV 18697834
ADD 18697836
RECV 18697837
ADD 18697839
RECV 18697839
ADD 18697841
RECV 18697842
ADD 18697844
RECV 18697845
ADD 18697847
RECV 18697848
ADD 18697850
RECV 18697851
ADD 18697853
RECV 18697854
ADD 18697856
RECV 18697857
ADD 18697859
RECV 18697859
ADD 18697861
RECV 18697862
ADD 18697864
RECV 18697865
ADD 18697867
RECV 18697868
ADD 18697870
RECV 18697871
ADD 18697873
RECV 18697874
ADD 18697876
RECV 18697876
ADD 18697878
RECV 18697882
ADD 18697885
RECV 18697886
ADD 18697889
RECV 18697891
ADD 18697900
RECV 18697902
SEND 18697937
ADD 18697904
RECV 18697939
SEND 18697989
ADD 18697941
RECV 18697992
SEND 18698055
ADD 18697994
RECV 18698057
SEND 18698104
ADD 18698058
RECV 18698105
SEND 18698152
ADD 18698106
RECV 18698153
SEND 18698201
ADD 18698155
RECV 18698202
SEND 18698248
ADD 18698204
RECV 18698250
SEND 18698300
ADD 18698252
RECV 18698302
SEND 18698348
ADD 18698304
RECV 18698350
SEND 18698396
ADD 18698352
RECV 18698398
SEND 18698444
ADD 18698400
RECV 18698446
SEND 18698491
ADD 18698448
RECV 18698493
SEND 18698542
ADD 18698495
RECV 18698545
SEND 18698594
ADD 18698547
RECV 18698596
SEND 18698642
ADD 18698597
RECV 18698644
SEND 18698691
ADD 18698646
RECV 18698693
SEND 18698741
ADD 18698695
RECV 18698743
SEND 18698790
ADD 18698745
RECV 18698791
SEND 18698838
ADD 18698793
RECV 18698839
SEND 18698887
ADD 18698841
RECV 18698888
SEND 18698935
ADD 18698890
RECV 18698937
SEND 18698983
ADD 18698939
RECV 18698984
SEND 18699031
ADD 18698986
RECV 18699032
SEND 18699077
ADD 18699034
RECV 18699079
SEND 18699125
ADD 18699081
RECV 18699127
SEND 18699174
ADD 18699128
RECV 18699176
SEND 18699222
ADD 18699177
RECV 18699224
SEND 18699269
ADD 18699225
RECV 18699271
SEND 18699321
ADD 18699273
RECV 18699322
SEND 18699369
ADD 18699324
RECV 18699371
SEND 18699418
ADD 18699373
RECV 18699419
SEND 18699468
ADD 18699421
RECV 18699470
SEND 18699516
ADD 18699472
RECV 18699518
SEND 18699567
ADD 18699520
RECV 18699569
SEND 18699621
ADD 18699571
RECV 18699624
SEND 18699676
ADD 18699626
RECV 18699679
SEND 18699729
ADD 18699681
RECV 18699731
SEND 18699779
ADD 18699733
RECV 18699781
SEND 18699830
ADD 18699783
RECV 18699831
SEND 18699884
ADD 18699833
RECV 18699886
SEND 18699933
ADD 18699887
RECV 18699935
SEND 18699982
ADD 18699936
RECV 18699984
SEND 18700030
ADD 18699986
RECV 18700032
SEND 18700080
ADD 18700034
RECV 18700082
SEND 18700128
ADD 18700084
RECV 18700130
SEND 18700176
ADD 18700131
RECV 18700178
SEND 18700223
SEND 18700272
SEND 18700328
SEND 18700380
ADD 18700180
RECV 18700445
ADD 18700446
RECV 18700447
ADD 18700448
RECV 18700449
ADD 18700450
RECV 18700451
SEND 18700493
ADD 18700453
RECV 18700494
SEND 18700543
ADD 18700496
RECV 18700545
SEND 18700591
ADD 18700547
RECV 18700593
SEND 18700639
ADD 18700594
RECV 18700641
SEND 18700689
ADD 18700643
RECV 18700691
SEND 18700737
ADD 18700693
RECV 18700739
SEND 18700786
ADD 18700740
RECV 18700789
SEND 18700837
ADD 18700790
RECV 18700839
SEND 18700885
ADD 18700840
RECV 18700887
SEND 18700932
ADD 18700888
RECV 18700934
SEND 18700979
ADD 18700935
RECV 18700981
SEND 18701027
ADD 18700982
RECV 18701029
SEND 18701076
ADD 18701031
RECV 18701078
SEND 18701124
ADD 18701080
RECV 18701126
SEND 18701176
ADD 18701128
RECV 18701178
SEND 18701228
ADD 18701180
Capability changes: 640x360 to 640x360
Capability changes: 640x360 to 640x360
RECV 18701232
SEND 18701287
ADD 18701234
RECV 18701292
SEND 18701342
ADD 18701294
RECV 18701346
SEND 18701394
ADD 18701349
RECV 18701396
SEND 18701444
ADD 18701398
RECV 18701445
SEND 18701496
ADD 18701447
RECV 18701498
SEND 18701549
ADD 18701500
RECV 18701551
SEND 18701602
ADD 18701553
RECV 18701608
SEND 18701659
ADD 18701610
RECV 18701661
SEND 18701710
ADD 18701664
RECV 18701725
SEND 18701771
ADD 18701728
RECV 18701774
SEND 18701821
ADD 18701776
RECV 18701823
SEND 18701876
ADD 18701824
RECV 18701878
SEND 18701933
ADD 18701880
RECV 18701934
SEND 18701981
ADD 18701936
RECV 18701983
SEND 18702030
ADD 18701984
RECV 18702033
SEND 18702078
ADD 18702035
RECV 18702079
SEND 18702125
ADD 18702082
RECV 18702128
SEND 18702173
ADD 18702130
RECV 18702176
SEND 18702221
ADD 18702178
RECV 18702223
SEND 18702268
ADD 18702225
RECV 18702270
SEND 18702320
ADD 18702272
RECV 18702322
SEND 18702368
ADD 18702323
RECV 18702375
SEND 18702420
ADD 18702377
RECV 18702425
SEND 18702476
ADD 18702427
RECV 18702478
SEND 18702524
ADD 18702480
RECV 18702526
SEND 18702572
ADD 18702528
RECV 18702574
SEND 18702621
ADD 18702576
RECV 18702623
SEND 18702667
ADD 18702625
RECV 18702669
SEND 18702717
ADD 18702672
RECV 18702718
SEND 18702764
ADD 18702720
RECV 18702766
SEND 18702812
SEND 18702859
SEND 18702906
SEND 18702954
ADD 18702768
RECV 18703017
ADD 18703018
RECV 18703019
ADD 18703022
RECV 18703023
ADD 18703025
RECV 18703027
SEND 18703066
ADD 18703028
RECV 18703068
SEND 18703113
ADD 18703069
RECV 18703115
SEND 18703160
ADD 18703117
RECV 18703162
SEND 18703208
ADD 18703164
RECV 18703210
SEND 18703256
ADD 18703212
RECV 18703258
SEND 18703306
ADD 18703260
RECV 18703308
SEND 18703359
