Now playing.
Running...
Initializing: New segment
----- Video properties. -----
Input size: 640x352
Target size: 320x352
Retargetfactor: 0.5
Extendfactor: 0.25
Frame window size: 50
RECV 7551399
ADD 7551401
RECV 7551407
ADD 7551409
RECV 7551410
ADD 7551412
RECV 7551413
ADD 7551415
RECV 7551416
ADD 7551418
RECV 7551420
ADD 7551421
RECV 7551422
ADD 7551425
RECV 7551426
ADD 7551428
RECV 7551429
ADD 7551432
RECV 7551433
ADD 7551435
RECV 7551436
ADD 7551439
RECV 7551440
ADD 7551442
RECV 7551444
ADD 7551446
RECV 7551447
ADD 7551450
RECV 7551451
ADD 7551453
RECV 7551454
ADD 7551457
RECV 7551458
ADD 7551460
RECV 7551461
ADD 7551464
RECV 7551465
ADD 7551467
RECV 7551468
ADD 7551471
RECV 7551472
ADD 7551474
RECV 7551475
ADD 7551478
RECV 7551479
ADD 7551481
RECV 7551482
ADD 7551485
RECV 7551486
ADD 7551488
RECV 7551489
ADD 7551491
RECV 7551492
ADD 7551494
RECV 7551495
ADD 7551498
RECV 7551499
ADD 7551502
RECV 7551503
ADD 7551505
RECV 7551506
ADD 7551509
RECV 7551510
ADD 7551512
RECV 7551513
ADD 7551514
RECV 7551515
ADD 7551517
RECV 7551518
ADD 7551520
RECV 7551521
ADD 7551523
RECV 7551524
ADD 7551525
RECV 7551526
ADD 7551528
RECV 7551529
ADD 7551530
RECV 7551531
ADD 7551534
RECV 7551535
ADD 7551537
RECV 7551538
ADD 7551540
RECV 7551541
ADD 7551542
RECV 7551543
ADD 7551546
RECV 7551547
ADD 7551549
RECV 7551550
ADD 7551553
RECV 7551554
ADD 7551556
RECV 7551557
ADD 7551559
RECV 7551560
ADD 7551562
RECV 7551563
ADD 7551566
RECV 7551567
ADD 7551568
RECV 7551571
ADD 7551574
RECV 7551575
ADD 7551577
RECV 7551578
ADD 7551579
RECV 7551580
SEND 7551623
ADD 7551582
RECV 7551624
SEND 7551673
ADD 7551627
RECV 7551675
SEND 7551721
ADD 7551677
RECV 7551723
SEND 7551770
ADD 7551725
RECV 7551772
SEND 7551819
ADD 7551774
RECV 7551820
SEND 7551865
ADD 7551822
RECV 7551867
SEND 7551911
ADD 7551869
RECV 7551912
SEND 7551956
ADD 7551914
RECV 7551958
SEND 7552003
ADD 7551960
RECV 7552005
SEND 7552052
ADD 7552007
RECV 7552054
SEND 7552098
